security_id,underlying_symbol_raw,effective_from,effective_to,lot_size,source_as_of_date,source_contract_file,source_sha256,evidence_status
SEC_2c712693ab308ec9,360ONE,2025-06-26,2026-08-12,500,2025-06-26,NSE_FO_contract_26062025.csv.gz,375f651e436a4554b917bf35e0087305d496c6b9f4cc1ed1b5b74f77abf682dc,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2d7a9bf685ddb78a,DLF,2024-07-01,2026-06-29,825,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2d7a9bf685ddb78a,DLF,2026-04-28,2026-08-12,950,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2ded3f7398e501ab,TORNTPOWER,2025-01-30,2025-12-29,375,2025-01-30,NSE_FO_contract_30012025.csv.gz,f22a4408b94abf6cc9710c1126a7467d8f1669f25249b52679e4e30ba24fdea6,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2ded3f7398e501ab,TORNTPOWER,2025-10-28,2026-04-27,425,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2e2b32f9cefbc220,LUPIN,2024-07-01,2026-08-12,425,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_30a431bd914f7e98,APLAPOLLO,2024-11-28,2026-08-12,350,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_314b88d62139de04,CANBK,2024-07-01,2026-08-12,6750,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_322ce75a581f804e,KALYANKJIL,2024-11-28,2025-06-25,775,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_322ce75a581f804e,KALYANKJIL,2025-04-24,2026-06-29,1175,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_322ce75a581f804e,KALYANKJIL,2026-04-28,2026-08-12,1350,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_324d26554931cf95,ADANIENT,2024-07-01,2025-11-13,300,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_324d26554931cf95,ADANIENT,2025-11-14,2026-08-12,309,2025-11-14,NSE_FO_contract_14112025.csv.gz,9ada26478fcb224d96039003de9970b204ab25ca1a76879d4f280aa7564d2090,OFFICIAL_DAILY_CONTRACT_FILE
SEC_342a539c06db8806,HEROMOTOCO,2024-07-01,2026-08-12,150,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_38ffad92da66b58c,SBIN,2024-07-01,2026-08-12,750,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_395e278234b9de5b,AUBANK,2024-07-01,2026-08-12,1000,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_39a309c485cfa097,HINDALCO,2025-10-28,2026-08-12,700,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_39a309c485cfa097,HINDALCO,2024-07-01,2025-10-27,1400,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3a12c36d310a149e,M&MFIN,2024-07-01,2025-05-12,2000,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3a12c36d310a149e,M&MFIN,2025-05-13,2025-07-30,2056,2025-05-13,NSE_FO_contract_13052025.csv.gz,3f1132a86ac34fb7452cee5273593879600120dee69c4b2a5e0157cd66181f58,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3aaf345dc4f24cb8,INDUSINDBK,2024-07-01,2025-06-25,500,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3aaf345dc4f24cb8,INDUSINDBK,2025-04-24,2026-08-12,700,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3ba316b61a9af0e2,IEX,2024-07-01,2026-06-29,3750,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3ba316b61a9af0e2,IEX,2026-04-28,2026-08-12,4350,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3c47ae73d7596d87,NAUKRI,2024-10-31,2025-05-05,75,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3c47ae73d7596d87,NAUKRI,2024-07-01,2024-10-30,150,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3c47ae73d7596d87,NAUKRI,2025-05-06,2026-06-29,375,2025-05-06,NSE_FO_contract_06052025.csv.gz,f8126d65c0203ccf35f33aca805f9c701d22f5dce1a55663ba0936849cc1fd30,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3c47ae73d7596d87,NAUKRI,2026-04-28,2026-08-12,550,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3ca0568cad5a067b,NAM-INDIA,2026-03-30,2026-08-12,625,2026-03-30,NSE_FO_contract_30032026.csv.gz,6d1c57fb6c5187998aa02ba99ef42286d9f340477fbfd2da4125fcdb0a8a068a,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3d7b916287590973,ANGELONE,2024-11-28,2025-06-25,200,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3d7b916287590973,ANGELONE,2025-04-24,2026-02-24,250,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3d7b916287590973,ANGELONE,2026-02-25,2026-08-12,2500,2026-02-25,NSE_FO_contract_25022026.csv.gz,f61de193a2ac05ac151e76363a419cfd6597a965ad913ea7728af3597c3ac0ae,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3e47ab2a73789fbe,SUZLON,2025-07-31,2025-12-29,8000,2025-07-31,NSE_FO_contract_31072025.csv.gz,8beb1ff9cdfd822b710d805037ab6b177c9130300337ea2cd621d1f4e40edd9b,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3e47ab2a73789fbe,SUZLON,2025-10-28,2026-06-29,9025,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3e47ab2a73789fbe,SUZLON,2026-04-28,2026-08-12,12700,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_3fd66d0c0004b795,BHEL,2024-07-01,2026-08-12,2625,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4180d2176e37c8f2,AMBER,2025-06-26,2026-08-12,100,2025-06-26,NSE_FO_contract_26062025.csv.gz,375f651e436a4554b917bf35e0087305d496c6b9f4cc1ed1b5b74f77abf682dc,OFFICIAL_DAILY_CONTRACT_FILE
SEC_41a7ff4bedb820f8,HINDCOPPER,2024-07-01,2025-07-30,2650,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_41a93e88157ae6a0,BRITANNIA,2024-10-31,2025-06-25,100,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_41a93e88157ae6a0,BRITANNIA,2025-04-24,2026-08-12,125,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_41a93e88157ae6a0,BRITANNIA,2024-07-01,2024-10-30,200,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_42692de8dc79a392,NESTLEIND,2024-07-01,2025-06-25,200,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_42692de8dc79a392,NESTLEIND,2025-04-24,2025-08-06,250,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_42692de8dc79a392,NESTLEIND,2025-08-07,2026-08-12,500,2025-08-07,NSE_FO_contract_07082025.csv.gz,2cd9bd8af1da6eef939f0a2a100512153d899f8b5f82e4233bafc6009492c34e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4322f4710ca32e0f,CROMPTON,2024-07-01,2026-06-29,1800,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4322f4710ca32e0f,CROMPTON,2026-04-28,2026-08-12,2150,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_43ed3ef99bce624d,SIEMENS,2024-10-31,2025-06-25,75,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_43ed3ef99bce624d,SIEMENS,2025-04-24,2025-12-29,125,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_43ed3ef99bce624d,SIEMENS,2024-07-01,2024-10-30,150,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_43ed3ef99bce624d,SIEMENS,2025-10-28,2026-08-12,175,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_442bf17de4f81124,TATACOMM,2024-10-31,2025-06-25,250,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_442bf17de4f81124,TATACOMM,2025-04-24,2025-07-30,350,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_442bf17de4f81124,TATACOMM,2024-07-01,2024-10-30,500,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_44e5c29261f9819d,SUNPHARMA,2024-07-01,2026-08-12,350,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4626b1e61f640e2b,GNFC,2024-07-01,2025-02-25,1300,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_47bd00b8577d5ee8,ICICIGI,2024-10-31,2025-06-25,250,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_47bd00b8577d5ee8,ICICIGI,2025-04-24,2026-08-12,325,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_47bd00b8577d5ee8,ICICIGI,2024-07-01,2024-10-30,500,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_47e74d5ea6ad4908,COALINDIA,2024-10-31,2025-06-25,1050,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_47e74d5ea6ad4908,COALINDIA,2025-04-24,2026-08-12,1350,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_47e74d5ea6ad4908,COALINDIA,2024-07-01,2024-10-30,2100,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_494f2d622f9b35c6,UNITDSPR,2024-10-31,2025-06-25,350,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_494f2d622f9b35c6,UNITDSPR,2025-04-24,2026-08-12,400,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_494f2d622f9b35c6,UNITDSPR,2024-07-01,2024-10-30,700,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4a7b090afd44b9fa,PGEL,2025-06-26,2025-12-29,700,2025-06-26,NSE_FO_contract_26062025.csv.gz,375f651e436a4554b917bf35e0087305d496c6b9f4cc1ed1b5b74f77abf682dc,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4a7b090afd44b9fa,PGEL,2025-10-28,2026-08-12,950,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4b82add956e833e7,EICHERMOT,2025-10-28,2026-08-12,100,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4b82add956e833e7,EICHERMOT,2024-07-01,2025-12-29,175,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4b9699c4d89a65a6,GMRAIRPORT,2024-12-11,2025-06-25,5625,2024-12-11,NSE_FO_contract_11122024.csv.gz,e0b91b6778d0d4ba51031db0c3409f3762d9d9a4cd26b100a779d0cf6ab599ad,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4b9699c4d89a65a6,GMRAIRPORT,2025-04-24,2026-08-12,6975,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4b9699c4d89a65a6,GMRINFRA,2024-10-31,2024-12-09,5625,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4b9699c4d89a65a6,GMRINFRA,2024-07-01,2024-10-30,11250,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4bddf0e72cab772b,IDFCFIRSTB,2024-07-01,2025-06-25,7500,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4bddf0e72cab772b,IDFCFIRSTB,2025-04-24,2026-08-12,9275,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4e8a9bd754076cc6,COLPAL,2024-10-31,2025-06-25,175,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4e8a9bd754076cc6,COLPAL,2025-04-24,2026-06-29,225,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4e8a9bd754076cc6,COLPAL,2026-04-28,2026-08-12,275,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4e8a9bd754076cc6,COLPAL,2024-07-01,2024-10-30,350,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4f466ce762bba96a,KOTAKBANK,2024-07-01,2026-01-12,400,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4f466ce762bba96a,KOTAKBANK,2026-01-13,2026-08-12,2000,2026-01-13,NSE_FO_contract_13012026.csv.gz,af582614daed660f8fe0af78b635225141b55b3e35304086fc588e20d7965776,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4f49263a6c77b4dd,HUDCO,2024-11-28,2025-06-25,2425,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4f49263a6c77b4dd,HUDCO,2025-04-24,2026-04-27,2775,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4f9f33cdc6fe8691,NMDC,2024-07-01,2024-12-24,4500,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4f9f33cdc6fe8691,NMDC,2025-10-28,2026-08-12,6750,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_4f9f33cdc6fe8691,NMDC,2024-12-26,2025-10-27,13500,2024-12-26,NSE_FO_contract_26122024.csv.gz,364ddbb14a2c10473b13d75393d5ab8242a269640e4941895c01e31220d68591,OFFICIAL_DAILY_CONTRACT_FILE
SEC_51296802ae92e7ad,POWERINDIA,2026-04-28,2026-08-12,25,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_51296802ae92e7ad,POWERINDIA,2025-09-30,2026-04-27,50,2025-09-30,NSE_FO_contract_30092025.csv.gz,c86189ff6c9b16c309d6c1c905b90365318a4c2e2bcf8884477f349aa335b46c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_518869654bcec348,VBL,2024-11-28,2025-06-25,875,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_518869654bcec348,VBL,2025-04-24,2025-12-29,1025,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_518869654bcec348,VBL,2025-10-28,2026-06-29,1125,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_518869654bcec348,VBL,2026-04-28,2026-08-12,1275,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_53072aef3ba11551,PPLPHARMA,2025-05-29,2025-12-29,2500,2025-05-29,NSE_FO_contract_29052025.csv.gz,7f2761e73cbd0d9a692638f0135730bd7ec8df8736a346f901062558c35d18fd,OFFICIAL_DAILY_CONTRACT_FILE
SEC_53072aef3ba11551,PPLPHARMA,2025-10-28,2026-04-27,2625,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_53f4fbd41c7fc969,ZYDUSLIFE,2024-07-01,2026-08-12,900,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_5402795a818b657c,NATIONALUM,2026-04-28,2026-08-12,1875,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_5402795a818b657c,NATIONALUM,2024-07-01,2026-04-27,3750,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_5546e025c0456d8b,FORTIS,2025-05-29,2026-08-12,775,2025-05-29,NSE_FO_contract_29052025.csv.gz,7f2761e73cbd0d9a692638f0135730bd7ec8df8736a346f901062558c35d18fd,OFFICIAL_DAILY_CONTRACT_FILE
SEC_564e4fcffd25f239,CHAMBLFERT,2025-04-24,2025-07-30,950,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_564e4fcffd25f239,CHAMBLFERT,2024-07-01,2025-04-23,1900,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_57e345007d17ad2c,PIIND,2024-10-31,2025-06-25,125,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_57e345007d17ad2c,PIIND,2025-04-24,2026-08-12,175,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_57e345007d17ad2c,PIIND,2024-07-01,2024-10-30,250,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_588a7367fe98e6d9,ESCORTS,2024-10-31,2025-05-28,150,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_588a7367fe98e6d9,ESCORTS,2024-07-01,2024-12-24,275,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
